Transaction ID,Date,Day of Week,Time,Type of Card,Entry Mode,Amount,Type of Transaction,Merchant Group,Country of Transaction,Shipping Address,Country of Residence,Gender,Age,Bank,Fraud
#3215 823,13-Oct-20,Tuesday,20,MasterCard,Tap,£5,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,48.8,Halifax,0
#3550 564,13-Oct-20,Tuesday,13,MasterCard,CVC,£5,Online,Products,United Kingdom,USA,United Kingdom,F,43.4,RBS,0
#2725 800,13-Oct-20,Tuesday,9,Visa,PIN,£311,ATM,Gaming,India,United Kingdom,India,M,56.1,Barclays,0
#2763 851,14-Oct-20,Wednesday,11,Visa,PIN,£273,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,54.7,Barclays,0
#2697 614,13-Oct-20,Tuesday,14,MasterCard,CVC,£10,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,50,Halifax,0
#3656 875,13-Oct-20,Tuesday,18,Visa,Tap,£12,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,38.9,HSBC,0
#3453 131,13-Oct-20,Tuesday,15,MasterCard,PIN,£12,ATM,Entertainment,China,China,China,M,52.7,Metro,0
#3488 827,14-Oct-20,Wednesday,16,Visa,CVC,£16,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,F,49.1,RBS,0
#3609 042,13-Oct-20,Tuesday,23,MasterCard,CVC,£28,Online,Products,China,China,United Kingdom,F,47,Halifax,1
#2775 477,14-Oct-20,Wednesday,18,MasterCard,PIN,£21,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,38.9,RBS,0
#3115 863,14-Oct-20,Wednesday,19,MasterCard,PIN,£28,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,31,Halifax,0
#3170 362,13-Oct-20,Tuesday,11,Visa,PIN,£97,ATM,Food,United Kingdom,United Kingdom,United Kingdom,F,44.9,Monzo,0
#3252 534,14-Oct-20,Wednesday,10,Visa,PIN,£40,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,50.5,Barclays,0
#3303 321,13-Oct-20,Tuesday,8,Visa,PIN,£153,POS,Products,India,India,India,M,33.4,Barclays,0
#2738 480,14-Oct-20,Wednesday,0,MasterCard,CVC,£6,Online,Services,United Kingdom,China,United Kingdom,M,40.6,Halifax,1
#2981 181,13-Oct-20,Tuesday,7,MasterCard,PIN,£18,ATM,Food,United Kingdom,China,United Kingdom,F,45,Monzo,0
#2874 059,13-Oct-20,Tuesday,20,Visa,PIN,£18,ATM,Food,United Kingdom,United Kingdom,United Kingdom,M,39.1,Monzo,0
#3132 101,14-Oct-20,Wednesday,13,Visa,PIN,£280,POS,Fashion,Russia,Russia,United Kingdom,F,29.9,Monzo,1
#3639 308,13-Oct-20,Tuesday,20,Visa,CVC,£29,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,46.5,Barclays,0
#3511 691,14-Oct-20,Wednesday,15,Visa,PIN,£14,ATM,Children,United Kingdom,China,United Kingdom,F,42.6,RBS,0
#3483 947,14-Oct-20,Wednesday,14,MasterCard,PIN,£19,ATM,Electronics,USA,USA,USA,M,51.6,Barclays,0
#3476 043,14-Oct-20,Wednesday,9,Visa,CVC,£20,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,38.5,RBS,0
#3373 437,13-Oct-20,Tuesday,22,Visa,CVC,£40,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,62.4,Barclays,0
#3093 644,13-Oct-20,Tuesday,9,MasterCard,CVC,£29,Online,Products,Russia,United Kingdom,Russia,M,59.6,Barclays,0
#3212 199,13-Oct-20,Tuesday,18,Visa,CVC,£58,Online,Products,United Kingdom,China,United Kingdom,M,60.6,Barlcays,0
#3609 256,13-Oct-20,Tuesday,15,MasterCard,Tap,£10,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,36.4,Barclays,0
#3392 463,13-Oct-20,Tuesday,23,Visa,PIN,£25,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,19,Monzo,0
#3675 561,14-Oct-20,Wednesday,17,Visa,CVC,£301,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,36.5,Barlcays,0
#2880 843,14-Oct-20,Wednesday,21,MasterCard,PIN,£341,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,41.4,HSBC,0
#3179 245,14-Oct-20,Wednesday,20,Visa,PIN,£158,ATM,Children,China,China,China,F,53.7,Monzo,0
#3231 947,14-Oct-20,Wednesday,22,Visa,CVC,£236,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,57.8,Barclays,0
#2814 726,14-Oct-20,Wednesday,21,Visa,CVC,£322,Online,Services,China,China,China,M,41.9,Barclays,0
#3566 362,13-Oct-20,Tuesday,19,MasterCard,CVC,£10,Online,Entertainment,Russia,Russia,United Kingdom,F,35.2,Barlcays,1
#3365 039,14-Oct-20,Wednesday,17,Visa,CVC,£120,Online,Restaurant,United Kingdom,Russia,United Kingdom,M,55.6,Barclays,0
#3462 142,13-Oct-20,Tuesday,21,MasterCard,PIN,£155,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,55.7,Barclays,0
#3319 938,14-Oct-20,Wednesday,7,MasterCard,PIN,£217,ATM,Electronics,Russia,Russia,United Kingdom,F,55.9,Metro,0
#2955 975,14-Oct-20,Wednesday,20,MasterCard,PIN,£9,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,62.8,Monzo,0
#3207 975,14-Oct-20,Wednesday,8,MasterCard,CVC,£10,Online,Services,Russia,Russia,Russia,M,36.5,Monzo,0
#3342 551,13-Oct-20,Tuesday,11,Visa,PIN,£13,ATM,Products,United Kingdom,United Kingdom,United Kingdom,M,36,Lloyds,0
#2926 875,13-Oct-20,Tuesday,23,Visa,PIN,£242,POS,Entertainment,China,China,China,M,34.5,HSBC,0
#3137 535,13-Oct-20,Tuesday,18,Visa,CVC,£54,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,30.5,HSBC,0
#3221 278,14-Oct-20,Wednesday,22,MasterCard,CVC,£5,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,33.1,Barlcays,0
#2961 104,14-Oct-20,Wednesday,13,MasterCard,CVC,£280,Online,Food,United Kingdom,United Kingdom,United Kingdom,M,52.1,Lloyds,0
#3296 925,14-Oct-20,Wednesday,20,Visa,PIN,£52,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,F,44,Lloyds,0
#2993 417,13-Oct-20,Tuesday,16,Visa,PIN,£14,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,50.7,RBS,0
#2874 604,14-Oct-20,Wednesday,13,MasterCard,PIN,£275,ATM,Restaurant,India,India,India,M,46.1,Barclays,0
#3177 924,14-Oct-20,Wednesday,19,Visa,PIN,£223,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,29.6,Barclays,0
#3460 645,14-Oct-20,Wednesday,9,MasterCard,PIN,£65,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,62.8,HSBC,0
#2994 368,13-Oct-20,Tuesday,20,MasterCard,PIN,£360,POS,Restaurant,China,China,China,M,40.1,Metro,0
#3520 713,14-Oct-20,Wednesday,20,Visa,PIN,£195,POS,Electronics,China,China,China,F,33,Monzo,0
#2856 836,14-Oct-20,Wednesday,17,Visa,PIN,£282,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,44.1,Monzo,0
#2580 039,13-Oct-20,Tuesday,21,MasterCard,PIN,£34,POS,Services,United Kingdom,USA,United Kingdom,M,46.9,HSBC,0
#2608 238,14-Oct-20,Wednesday,18,MasterCard,PIN,£385,ATM,Subscription,United Kingdom,Russia,United Kingdom,F,33.8,Lloyds,0
#2553 476,14-Oct-20,Wednesday,9,Visa,PIN,£314,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,M,75.4,HSBC,0
#3360 572,14-Oct-20,Wednesday,13,MasterCard,PIN,£131,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,45.7,Monzo,0
#3639 237,14-Oct-20,Wednesday,18,MasterCard,PIN,£56,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,44.8,HSBC,0
#3253 428,13-Oct-20,Tuesday,21,MasterCard,Tap,£25,POS,Products,United Kingdom,United Kingdom,United Kingdom,M,46.7,Monzo,0
#3468 919,13-Oct-20,Tuesday,19,MasterCard,Tap,£29,POS,Entertainment,Russia,Russia,United Kingdom,F,59.3,Barclays,0
#3349 905,14-Oct-20,Wednesday,19,Visa,PIN,£14,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,50.1,Monzo,0
#3619 470,13-Oct-20,Tuesday,1,MasterCard,CVC,£19,Online,Gaming,India,India,United Kingdom,F,47.9,Barclays,1
#2550 636,14-Oct-20,Wednesday,9,MasterCard,PIN,£29,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,56.4,Barclays,0
#2641 374,14-Oct-20,Wednesday,10,MasterCard,CVC,£20,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,40.9,Halifax,0
#3081 456,13-Oct-20,Tuesday,16,Visa,PIN,£259,ATM,Electronics,India,India,India,M,36,Barlcays,0
#3399 203,13-Oct-20,Tuesday,23,MasterCard,CVC,£25,Online,Services,China,China,United Kingdom,F,48.8,Barclays,1
#3462 700,14-Oct-20,Wednesday,17,MasterCard,PIN,£9,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,50.9,Barclays,0
#3212 611,14-Oct-20,Wednesday,17,Visa,PIN,£344,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,50,Metro,0
#3590 114,14-Oct-20,Wednesday,7,Visa,CVC,£280,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,44.1,Barclays,0
#3494 185,14-Oct-20,Wednesday,16,MasterCard,CVC,£138,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,41,Halifax,0
#3485 944,14-Oct-20,Wednesday,21,MasterCard,PIN,£6,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,18,HSBC,0
#2961 879,13-Oct-20,Tuesday,19,MasterCard,PIN,£30,ATM,Restaurant,USA,United Kingdom,USA,F,33.6,Metro,0
#3161 815,13-Oct-20,Tuesday,8,Visa,PIN,£46,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,48.9,Barlcays,0
#3358 888,13-Oct-20,Tuesday,23,Visa,PIN,£6,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,48.3,Lloyds,0
#3035 197,13-Oct-20,Tuesday,17,MasterCard,PIN,£118,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,63,Monzo,0
#2882 723,14-Oct-20,Wednesday,18,Visa,PIN,£19,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,32.5,Metro,0
#2878 723,13-Oct-20,Tuesday,17,MasterCard,PIN,£30,ATM,Food,United Kingdom,China,United Kingdom,M,33.3,Barclays,0
#3633 566,13-Oct-20,Tuesday,23,MasterCard,Tap,£12,POS,Fashion,China,China,China,M,53.4,HSBC,0
#2675 052,14-Oct-20,Wednesday,23,MasterCard,PIN,£356,POS,Services,United Kingdom,Russia,United Kingdom,M,39,Barclays,0
#3622 405,13-Oct-20,Tuesday,13,Visa,PIN,£348,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,52.5,HSBC,0
#3318 348,14-Oct-20,Wednesday,18,MasterCard,CVC,£324,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,58.9,Lloyds,0
#2611 446,14-Oct-20,Wednesday,17,MasterCard,PIN,£383,ATM,Restaurant,USA,USA,USA,M,41.2,Barclays,0
#3646 893,14-Oct-20,Wednesday,19,MasterCard,CVC,£8,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,42,Barclays,0
#3220 079,14-Oct-20,Wednesday,13,Visa,PIN,£86,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,49.6,Metro,0
#3429 610,13-Oct-20,Tuesday,18,Visa,PIN,£293,ATM,Food,United Kingdom,United Kingdom,United Kingdom,F,50.6,Halifax,0
#3651 391,13-Oct-20,Tuesday,16,Visa,PIN,£171,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,47.2,Barclays,0
#2773 573,14-Oct-20,Wednesday,11,Visa,PIN,£323,POS,Subscription,United Kingdom,India,United Kingdom,F,53.9,Barlcays,0
#3227 318,13-Oct-20,Tuesday,17,Visa,PIN,£111,POS,Services,United Kingdom,United Kingdom,United Kingdom,M,38.7,Halifax,0
#3513 975,14-Oct-20,Wednesday,14,Visa,PIN,£180,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,M,55.8,Lloyds,0
#3551 738,13-Oct-20,Tuesday,16,MasterCard,PIN,£136,POS,Children,United Kingdom,India,United Kingdom,F,41.4,Barclays,0
#3424 707,14-Oct-20,Wednesday,17,Visa,Tap,£26,POS,Products,China,China,China,M,42.3,Monzo,0
#3588 956,14-Oct-20,Wednesday,14,Visa,PIN,£177,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,F,50.1,Lloyds,0
#3248 502,13-Oct-20,Tuesday,16,MasterCard,CVC,£17,Online,Food,Russia,Russia,Russia,M,49.4,Barclays,0
#3411 683,14-Oct-20,Wednesday,21,MasterCard,PIN,£270,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,34.4,Barclays,0
#3217 627,13-Oct-20,Tuesday,20,MasterCard,PIN,£16,ATM,Electronics,India,India,United Kingdom,F,37.2,Halifax,1
#3151 846,14-Oct-20,Wednesday,12,Visa,CVC,£182,Online,Children,China,China,China,F,60.8,Halifax,0
#2701 593,13-Oct-20,Tuesday,20,Visa,CVC,£18,Online,Electronics,United Kingdom,China,United Kingdom,F,37.9,Barclays,0
#3413 322,13-Oct-20,Tuesday,14,Visa,PIN,£26,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,41.5,Barlcays,0
#3040 946,14-Oct-20,Wednesday,18,MasterCard,PIN,£12,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,43.8,RBS,0
#2727 989,13-Oct-20,Tuesday,9,MasterCard,CVC,£15,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,F,49.9,Halifax,0
#2600 915,14-Oct-20,Wednesday,12,MasterCard,Tap,£16,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,35.1,Lloyds,0
#2718 122,13-Oct-20,Tuesday,10,Visa,Tap,£19,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,55,Lloyds,0
#2886 559,13-Oct-20,Tuesday,18,MasterCard,Tap,£19,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,60.7,Lloyds,0
#3149 159,14-Oct-20,Wednesday,13,MasterCard,PIN,£21,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,50.8,Halifax,0
#2937 246,13-Oct-20,Tuesday,23,Visa,PIN,£5,ATM,Food,United Kingdom,United Kingdom,United Kingdom,F,48.3,HSBC,0
#2578 808,13-Oct-20,Tuesday,15,Visa,Tap,£23,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,38.1,Monzo,0
#2934 939,13-Oct-20,Tuesday,18,Visa,Tap,£23,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,M,33.3,Lloyds,0
#2893 358,14-Oct-20,Wednesday,20,Visa,PIN,£219,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,40.2,Halifax,0
#2721 555,13-Oct-20,Tuesday,22,Visa,PIN,£6,ATM,Fashion,United Kingdom,China,United Kingdom,F,47.7,HSBC,0
#2710 101,13-Oct-20,Tuesday,16,Visa,CVC,£331,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,56.7,Barclays,0
#2550 978,13-Oct-20,Tuesday,13,MasterCard,CVC,£19,Online,Subscription,India,India,India,F,53.3,Metro,0
#2618 264,13-Oct-20,Tuesday,9,Visa,PIN,£30,ATM,Fashion,USA,USA,USA,F,36,RBS,0
#3359 840,13-Oct-20,Tuesday,15,MasterCard,CVC,£394,Online,Services,USA,USA,United Kingdom,F,42.1,Metro,0
#2807 699,13-Oct-20,Tuesday,20,Visa,Tap,£28,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,26,Metro,0
#2640 147,13-Oct-20,Tuesday,20,MasterCard,PIN,£329,POS,Services,United Kingdom,United Kingdom,United Kingdom,M,33,Lloyds,0
#2642 760,14-Oct-20,Wednesday,15,MasterCard,PIN,£274,ATM,Products,USA,USA,USA,F,41.3,Lloyds,0
#3053 679,14-Oct-20,Wednesday,18,MasterCard,PIN,£51,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,F,56.1,Barclays,0
#2867 849,13-Oct-20,Tuesday,13,Visa,CVC,£24,Online,Food,United Kingdom,Russia,United Kingdom,F,52.7,Metro,0
#3080 740,13-Oct-20,Tuesday,19,Visa,CVC,£5,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,38.2,Barclays,0
#2788 501,14-Oct-20,Wednesday,19,Visa,PIN,£318,POS,Products,United Kingdom,United Kingdom,United Kingdom,F,42.3,Barclays,0
#2805 669,14-Oct-20,Wednesday,17,Visa,PIN,£18,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,25.6,Barclays,0
#2707 772,13-Oct-20,Tuesday,8,Visa,PIN,£11,ATM,Food,United Kingdom,USA,United Kingdom,F,40.6,HSBC,0
#3662 776,13-Oct-20,Tuesday,15,Visa,Tap,£7,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,F,58,Barclays,0
#2964 887,13-Oct-20,Tuesday,23,Visa,CVC,£22,Online,Subscription,Russia,Russia,Russia,F,24.2,Halifax,0
#3540 863,13-Oct-20,Tuesday,18,MasterCard,PIN,£27,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,35.9,Barclays,0
#2992 885,13-Oct-20,Tuesday,13,Visa,PIN,£338,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,64.4,Barlcays,0
#2880 709,13-Oct-20,Tuesday,15,Visa,Tap,£9,POS,Entertainment,India,India,India,F,43,RBS,0
#3437 410,14-Oct-20,Wednesday,10,Visa,CVC,£331,Online,Products,United Kingdom,Russia,United Kingdom,F,38.9,Barclays,0
#2607 785,14-Oct-20,Wednesday,14,MasterCard,PIN,£356,POS,Services,China,China,China,F,63.4,Barclays,0
#3314 351,13-Oct-20,Tuesday,13,MasterCard,PIN,£196,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,42.3,Lloyds,0
#3086 958,14-Oct-20,Wednesday,18,Visa,CVC,£28,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,29.1,Barclays,0
#2999 636,14-Oct-20,Wednesday,10,Visa,Tap,£24,POS,Products,United Kingdom,United Kingdom,United Kingdom,F,28.8,Barlcays,0
#2955 539,13-Oct-20,Tuesday,20,Visa,Tap,£16,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,52.3,Barclays,0
#3680 741,14-Oct-20,Wednesday,13,Visa,CVC,£233,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,56.3,Barclays,0
#3002 667,14-Oct-20,Wednesday,12,MasterCard,Tap,£21,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,45.2,Lloyds,0
#2890 345,14-Oct-20,Wednesday,15,Visa,PIN,£154,ATM,Electronics,Russia,Russia,Russia,M,37.7,Barlcays,0
#2687 181,13-Oct-20,Tuesday,22,MasterCard,PIN,£147,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,F,56.9,Barlcays,0
#3344 221,13-Oct-20,Tuesday,19,Visa,CVC,£17,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,53,HSBC,0
#3524 996,13-Oct-20,Tuesday,20,MasterCard,CVC,£14,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,47.4,Monzo,0
#2712 136,14-Oct-20,Wednesday,15,MasterCard,PIN,£196,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,64.2,Metro,0
#3602 285,13-Oct-20,Tuesday,21,Visa,PIN,£57,ATM,Subscription,USA,USA,USA,F,36,Lloyds,0
#3447 067,13-Oct-20,Tuesday,16,MasterCard,PIN,£150,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,58,Barclays,0
#2890 592,14-Oct-20,Wednesday,16,Visa,PIN,£351,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,F,47.3,HSBC,0
#2583 782,13-Oct-20,Tuesday,20,Visa,PIN,£248,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,55.5,Barclays,0
#2717 306,13-Oct-20,Tuesday,12,Visa,CVC,£10,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,F,42.5,Barclays,0
#3059 713,14-Oct-20,Wednesday,16,MasterCard,CVC,£93,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,48.4,Barlcays,0
#2828 899,14-Oct-20,Wednesday,13,MasterCard,PIN,£298,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,M,44,HSBC,0
#2742 208,13-Oct-20,Tuesday,8,MasterCard,PIN,£327,POS,Products,United Kingdom,United Kingdom,United Kingdom,M,51.8,Lloyds,0
#3308 738,14-Oct-20,Wednesday,9,Visa,CVC,£7,Online,Food,USA,USA,USA,F,48.6,HSBC,0
#2774 416,13-Oct-20,Tuesday,10,Visa,PIN,£27,POS,Products,United Kingdom,United Kingdom,United Kingdom,M,21.3,Barclays,0
#3232 708,13-Oct-20,Tuesday,20,Visa,Tap,£28,POS,Subscription,Russia,Russia,Russia,M,55.1,HSBC,0
#2838 322,13-Oct-20,Tuesday,9,MasterCard,PIN,£54,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,F,55.8,Lloyds,0
#3542 506,14-Oct-20,Wednesday,12,MasterCard,PIN,£102,ATM,Entertainment,China,China,China,F,55.2,Barclays,0
#3088 948,13-Oct-20,Tuesday,13,Visa,PIN,£20,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,F,35.4,Monzo,0
#2930 155,14-Oct-20,Wednesday,20,Visa,PIN,£61,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,45.2,Barlcays,0
#2958 617,14-Oct-20,Wednesday,15,MasterCard,CVC,£337,Online,Electronics,China,China,China,M,50.9,Barclays,0
#3568 816,13-Oct-20,Tuesday,22,MasterCard,PIN,£398,ATM,Subscription,USA,USA,USA,F,46.1,Halifax,0
#3454 453,14-Oct-20,Wednesday,14,MasterCard,CVC,£138,Online,Children,United Kingdom,United Kingdom,United Kingdom,F,43.4,Barclays,0
#3375 787,14-Oct-20,Wednesday,8,Visa,CVC,£39,Online,Products,United Kingdom,United Kingdom,United Kingdom,M,37.5,RBS,0
#2619 975,14-Oct-20,Wednesday,7,Visa,Tap,£9,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,58.7,Barclays,0
#2688 647,13-Oct-20,Tuesday,22,Visa,CVC,£222,Online,Children,USA,USA,USA,F,47.1,Barclays,0
#2933 072,14-Oct-20,Wednesday,13,Visa,CVC,£310,Online,Subscription,United Kingdom,China,United Kingdom,F,45.7,Barclays,0
#2883 760,13-Oct-20,Tuesday,13,Visa,PIN,£308,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,32.7,Barclays,0
#2909 532,13-Oct-20,Tuesday,8,MasterCard,PIN,£169,POS,Services,United Kingdom,China,United Kingdom,F,45.3,Barlcays,0
#3523 410,13-Oct-20,Tuesday,22,Visa,Tap,£23,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,47.3,Barclays,0
#3228 504,13-Oct-20,Tuesday,9,Visa,PIN,£7,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,39,Monzo,0
#3234 390,14-Oct-20,Wednesday,12,Visa,PIN,£23,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,41.5,Barclays,0
#3497 825,13-Oct-20,Tuesday,17,Visa,PIN,£8,ATM,Food,United Kingdom,United Kingdom,United Kingdom,M,53.9,Lloyds,0
#3406 057,14-Oct-20,Wednesday,7,MasterCard,CVC,£307,Online,Fashion,United Kingdom,India,United Kingdom,F,46.1,Barclays,0
#3677 019,14-Oct-20,Wednesday,17,MasterCard,PIN,£5,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,74.2,Lloyds,0
#3110 245,13-Oct-20,Tuesday,18,Visa,CVC,£18,Online,Products,United Kingdom,USA,United Kingdom,F,38.2,Barclays,1
#3099 238,13-Oct-20,Tuesday,9,MasterCard,PIN,£116,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,M,34.4,Barlcays,0
#2850 011,13-Oct-20,Tuesday,13,Visa,Tap,£5,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,43.9,Barclays,0
#3087 180,13-Oct-20,Tuesday,11,MasterCard,CVC,£22,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,M,32.2,Halifax,0
#2791 280,14-Oct-20,Wednesday,17,MasterCard,PIN,£366,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,63.9,Barclays,0
#2912 796,13-Oct-20,Tuesday,23,Visa,Tap,£21,POS,Gaming,China,China,China,M,46.9,Halifax,0
#3536 683,14-Oct-20,Wednesday,15,MasterCard,CVC,£25,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,49.6,Halifax,0
#2836 333,14-Oct-20,Wednesday,8,MasterCard,PIN,£154,POS,Gaming,USA,USA,USA,M,28.7,HSBC,0
#2656 289,13-Oct-20,Tuesday,21,MasterCard,CVC,£30,Online,Food,United Kingdom,United Kingdom,United Kingdom,M,40.2,Barlcays,0
#2636 862,14-Oct-20,Wednesday,23,Visa,CVC,£12,Online,Food,Russia,Russia,Russia,M,36.8,Monzo,0
#3050 287,14-Oct-20,Wednesday,18,Visa,CVC,£27,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,55.6,Lloyds,0
#3040 576,13-Oct-20,Tuesday,18,MasterCard,PIN,£129,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,F,40.8,HSBC,0
#3140 319,14-Oct-20,Wednesday,12,Visa,PIN,£20,ATM,Products,United Kingdom,United Kingdom,United Kingdom,M,40.5,Monzo,0
#2747 104,14-Oct-20,Wednesday,16,Visa,CVC,£108,Online,Food,Russia,Russia,Russia,M,42.6,Barclays,0
#2621 189,14-Oct-20,Wednesday,9,Visa,PIN,£22,ATM,Fashion,USA,USA,United Kingdom,F,48.7,Barlcays,1
#3169 091,14-Oct-20,Wednesday,9,MasterCard,Tap,£18,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,F,54.6,Lloyds,0
#3172 954,14-Oct-20,Wednesday,14,Visa,PIN,£9,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,36.9,Barlcays,0
#3534 418,13-Oct-20,Tuesday,14,Visa,PIN,£264,POS,Services,United Kingdom,United Kingdom,United Kingdom,M,46.2,Barclays,0
#3565 975,14-Oct-20,Wednesday,10,MasterCard,PIN,£376,ATM,Food,United Kingdom,United Kingdom,United Kingdom,M,41.2,Monzo,0
#2926 899,14-Oct-20,Wednesday,13,MasterCard,PIN,£30,ATM,Gaming,Russia,Russia,United Kingdom,M,40,Monzo,0
#2920 660,13-Oct-20,Tuesday,16,MasterCard,PIN,£161,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,M,47,Halifax,0
#3396 461,14-Oct-20,Wednesday,23,Visa,CVC,£199,Online,Services,China,China,United Kingdom,M,41,Halifax,0
#3151 833,13-Oct-20,Tuesday,19,Visa,PIN,£295,ATM,Restaurant,China,China,China,M,44.8,HSBC,0
#3488 709,13-Oct-20,Tuesday,21,MasterCard,CVC,£29,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,59.5,RBS,0
#3541 640,14-Oct-20,Wednesday,17,Visa,CVC,£16,Online,Gaming,Russia,Russia,United Kingdom,M,43.8,HSBC,1
